"ItemNo","ItemDescr","ColourLikeDescr","ColourDescr","MaingroupDescr","Price","DesignId"
6072583,"HEAD NO. 4, 2014","Yellow","TR.YEL","Bricks, Special Circles And Angles","-1.00",15375
6072572,"HEAD NO. 5, 2014","","RED. BROWN","Bricks, Special Circles And Angles","-1.00",15376
6073108,"HEAD NO. 6, 2014","","TR.FL.REDORA","Bricks, Special Circles And Angles","-1.00",15377
6047885,"CHAINS M PLATE M 5 ø3, 2 HOLE","Black","BLACK","Bricks, Special Circles And Angles","0.12",15379
6061039,"CHAINS M PLATE M 5 ø3, 2 HOLE","Grey","MED. ST-GREY","Bricks, Special Circles And Angles","-1.00",15379
6051331,"MINI SHOOTER WITH Ø3.2 SHAFT","Black","BLACK","Bricks, Special","0.19",15391
6051333,"MINI SHOOTER WITH Ø3.2 SHAFT","Grey","MED. ST-GREY","Bricks, Special","0.19",15391
6076599,"MINI SHOOTER WITH Ø3.2 SHAFT","White","WHITE","Bricks, Special","0.19",15391
6120700,"MINI SHOOTER WITH Ø3.2 SHAFT","","RED. BROWN","Bricks, Special","0.19",15391
6051334,"TRIGGER FOR MINI SHOOTER","Grey","DK. ST. GREY","Bricks, Special","0.05",15392
6114374,"TRIGGER FOR MINI SHOOTER","","RED. BROWN","Bricks, Special","0.05",15392
6050914,"'DOME 2X2, INVERTED W. ONE STUD","White","WHITE","Bricks, Special","0.14",15395
6058218,"DOME 2X2, INVERTED W. ONE STUD","Red","NEW DARK RED","Bricks, Special","0.17",15395
6065839,"DOME 2X2, INVERTED W. ONE STUD","Red","BR.RED","Bricks, Special","0.14",15395
6102341,"DOME 2X2, INVERTED W. ONE STUD","Black","BLACK","Bricks, Special","0.14",15395
6102756,"DOME 2X2, INVERTED W. ONE STUD","","SILVER MET.","Bricks, Special","0.16",15395
6104128,"DOME 2X2, INVERTED W. ONE STUD","","BR.YEL-GREEN","Bricks, Special","-1.00",15395
6120650,"DOME 2X2, INVERTED W. ONE STUD","Purple","BR.RED-VIOL.","Bricks, Special","0.17",15395
6132411,"DOME 2X2, INVERTED W. ONE STUD","Blue","MEDIUM AZUR","Bricks, Special","0.14",15395
6138698,"DOME 2X2, INVERTED W. ONE STUD","","DK.GREEN","Bricks, Special","0.17",15395
6174246,"DOME 2X2, INVERTED W. ONE STUD","","DK. BROWN","Bricks, Special","0.16",15395
6050913,"SCOOTER","Blue","AQUA","Bricks, Special","-1.00",15396
6058748,"SCOOTER","Red","BR.RED","Bricks, Special","1.16",15396
6172817,"SCOOTER","","LAVENDER","Bricks, Special","1.16",15396
6050918,"PLATE 3X3, CROSS","","RED. BROWN","Plates","0.22",15397
6061575,"PLATE 3X3, CROSS","","BRICK-YEL","Plates","0.22",15397
6062215,"PLATE 3X3, CROSS","","DK.ORA","Plates","-1.00",15397
6097283,"PLATE 3X3, CROSS","Black","BLACK","Plates","0.18",15397
6099412,"PLATE 3X3, CROSS","White","WHITE","Plates","0.18",15397
6102516,"PLATE 3X3, CROSS","","MEDIUM LAVENDER","Plates","0.23",15397
6048898,"SPRING SHOOTER 1X4","Grey","DK. ST. GREY","Bricks, Special","0.71",15400
6102732,"PLATE 1X2 W/SHOOTER","White","WHITE","Bricks, Special","0.34",15403
6102733,"PLATE 1X2 W/SHOOTER","Red","NEW DARK RED","Bricks, Special","0.34",15403
6102734,"PLATE 1X2 W/SHOOTER","Black","BLACK","Bricks, Special","0.34",15403
6167514,"PLATE 1X2 W/SHOOTER","Grey","MED. ST-GREY","Bricks, Special","0.34",15403
6078731,"BACKPACK W.HOLE Ø.4,85","Black","BLACK","Bricks, Special","0.46",15406
6055626,"TYRE 49.53x20 TRUCK","Black","BLACK","Bricks, Special","1.50",15413
6102304,"DRAGON`S HEAD","Red","BR.RED","Bricks, Special","-1.00",15421
6099344,"DESIGNING PLATE 1X2X2","Grey","DK. ST. GREY","Bricks, Special","0.64",15429
6109586,"DESIGNING PLATE 1X2X2","","BRICK-YEL","Bricks, Special","0.64",15429
6055605,"MINI BEARD NO. 1","Black","BLACK","Bricks, Special","0.12",15439
6136739,"PLATE 2X2 W. BEARD / MINI FIG.","Blue","EARTH BLUE","Bricks, Special","0.25",15440
6105912,"BRICK 1X1X2 WITH EXTRA TUBE SIDE","White","WHITE","Bricks, Special","-1.00",15444
6055612,"MINI GOGGLES NO. 2","Black","BLACK","Bricks, Special","0.19",15446
6050965,"DUPLO CRANE HOOK","Black","BLACK","Bricks","0.65",15449
6050966,"DUPLO PICK-UP, CRANE ARM","","SILVER MET.","Bricks","-1.00",15450
6100058,"DUPLO PICK-UP, CRANE ARM","Grey","MED. ST-GREY","Bricks","1.37",15450
6146032,"DUPLO PICK-UP, CRANE ARM","Blue","BR.BLUE","Bricks","-1.00",15450
6187306,"DUPLO PICK-UP, CRANE ARM","","DK.ORA","Bricks","-1.00",15450
6051026,"TRUCK BODY 4X6X2","Yellow","BR.YEL","Bricks, Special","-1.00",15455
6115262,"TRUCK BODY 4X6X2","","DK.GREEN","Bricks, Special","-1.00",15455
6051038,"PLATE 2X2 W. BALL","Black","BLACK","Bricks, Special","0.18",15456
6063611,"PLATE 2X2 W. BALL","Grey","MED. ST-GREY","Bricks, Special","0.18",15456
6055627,"FLAT PANEL 3X11M","White","WHITE","Bricks, Special Circles And Angles","0.91",15458
6064458,"FLAT PANEL 3X11M","Red","BR.RED","Bricks, Special Circles And Angles","-1.00",15458
6080356,"FLAT PANEL 3X11M","Black","BLACK","Bricks, Special Circles And Angles","0.90",15458
6097396,"FLAT PANEL 3X11M","","BR.GREEN","Bricks, Special Circles And Angles","-1.00",15458
6102612,"FLAT PANEL 3X11M","","BR.ORANGE","Bricks, Special Circles And Angles","1.03",15458
6127205,"FLAT PANEL 3X11M","Grey","DK. ST. GREY","Bricks, Special Circles And Angles","0.90",15458
6139301,"FLAT PANEL 3X11M","","DK.GREEN","Bricks, Special Circles And Angles","1.02",15458
6143847,"FLAT PANEL 3X11M","Yellow","BR.YEL","Bricks, Special Circles And Angles","1.10",15458
6151062,"FLAT PANEL 3X11M","Blue","EARTH BLUE","Bricks, Special Circles And Angles","1.04",15458
6055628,"BEAM 4M BALL CUP Ø5,9 WITHOUT FRICTION","Grey","MED. ST-GREY","Bricks, Special Circles And Angles","0.48",15459
6055629,"BEAM 1M WITH 3 BALLS Ø5,9","Grey","DK. ST. GREY","Bricks, Special Circles And Angles","0.19",15460
6055630,"DOUBLE SNAP WITH HOLE Ø4.85","Black","BLACK","Bricks, Special Circles And Angles","0.17",15461
6189165,"DOUBLE SNAP W/ HOLE, DIA. 4.85","","RED. BROWN","Bricks, Special Circles And Angles","-1.00",15461
6055631,"CROSS AXLE 5M WITH END STOP","","SAND YELLOW","Bricks, Special Circles And Angles","0.12",15462
6159763,"CROSS AXLE 5M WITH END STOP","","RED. BROWN","Bricks, Special Circles And Angles","0.12",15462
6058746,"PLATE 2X2,2/3 W/KRYDSHUL& CROWN LEAF","Blue","MEDIUM AZUR","Bricks, Special","0.20",15469
6050916,"1X1 DECORATION TOP NO. 1","","W.GOLD","Bricks, Special","0.07",15470
6058160,"1X1 DECORATION TOP NO. 1","","SILVER MET.","Bricks, Special","0.07",15470
6060731,"1X1 DECORATION TOP NO. 1","","RED. BROWN","Bricks, Special","0.07",15470
6060795,"1X1 DECORATION TOP NO. 1","Purple","LGH. PURPLE","Bricks, Special","0.07",15470
6102794,"1X1 DECORATION TOP NO. 1","White","WHITE","Bricks, Special","0.07",15470
6050817,"ANIMAL NO. 11-2014 ""NO 1""","","RED. BROWN","Bricks, Special","-1.00",15473
6050824,"ANIMAL NO.10-2014 ""NO. 1""","Grey","TITAN. METAL.","Bricks, Special","-1.00",15476
6150543,"MINI WIG NO. 64","","BRICK-YEL","Bricks, Special","0.59",15491
6052312,"TAKE OUT CUP","White","WHITE","Bricks, Special","-1.00",15496
6056757,"MINI WIG NO. 65","Black","BLACK","Bricks, Special","-1.00",15498
6056834,"MINI WIG NO. 66","Yellow","COOL YEL.","Bricks, Special","-1.00",15499
6135160,"MINI WIG NO. 66","","DK.ORA","Bricks, Special","-1.00",15499
6056836,"MINI WIG NO. 67","","DK. BROWN","Bricks, Special","-1.00",15500
6138703,"MINI WIG NO. 67","","BRICK-YEL","Bricks, Special","0.58",15500
6151676,"MINI WIG NO. 67","Black","BLACK","Bricks, Special","-1.00",15500
6056826,"MINI BEARD NO. 6","","RED. BROWN","Bricks, Special","-1.00",15501
6080716,"MINI BEARD NO. 6","Grey","MED. ST-GREY","Bricks, Special","-1.00",15501
6104296,"MINI BEARD NO. 6","","DK.ORA","Bricks, Special","-1.00",15501
6122284,"MINI BEARD NO. 6","Grey","DK. ST. GREY","Bricks, Special","-1.00",15501
6164295,"MINI BEARD NO. 6","White","WHITE","Bricks, Special","0.59",15501
6185349,"MINI BEARD NO. 6","Red","BR.RED","Bricks, Special","-1.00",15501
6056794,"MINI WIG NO. 68","","M. NOUGAT","Bricks, Special","-1.00",15503
6063660,"TAIL 14x24x16 MM","Grey","DK. ST. GREY","Bricks, Special","-1.00",15504
6195115,"TAIL 14x24x16 MM","Blue","SAND BLUE","Bricks, Special","-1.00",15504
6054622,"FLOWER 4X4X1","","BR.YEL-GREEN","Bricks","0.97",15515
6056608,"FLOWER 4X4X1","Yellow","FL. YELL-ORA","Bricks","1.55",15515
6061208,"FLOWER 4X4X1","Blue","MEDIUM AZUR","Bricks","0.95",15515
6149948,"FLOWER 4X4X1","","LAVENDER","Bricks","1.18",15515
6054641,"TABLE Ø4X1","Purple","LGH. PURPLE","Bricks","-1.00",15516
6054642,"TABLE Ø4X1","","BRICK-YEL","Bricks","1.56",15516
6054652,"TABLE Ø4X1","","RED. BROWN","Bricks","1.56",15516
6051328,"PLATE W. BOW  2X2X2/3  ""NO. 1""","","BRICK-YEL","Bricks, Special","-1.00",15518
6055308,"CHAIN WITH BALL","Black","BLACK","Bricks, Special","0.59",15532
6055309,"PROFILE BRICK 1x4 SINGLE GRO.","","M. NOUGAT","Bricks, Special","0.32",15533
6055312,"3-HOOK W. ANGLE SHAFT Ø3.2","Grey","DK. ST. GREY","Bricks, Special","0.32",15534
6055313,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","Grey","DK. ST. GREY","Bricks, Special","0.08",15535
6074954,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","","DK.GREEN","Bricks, Special","0.11",15535
6102138,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","Red","BR.RED","Bricks, Special","0.10",15535
6115248,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","","BRICK-YEL","Bricks, Special","0.08",15535
6132790,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","","SAND YELLOW","Bricks, Special","0.10",15535
6143850,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","Black","BLACK","Bricks, Special","0.08",15535
6147052,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","","BR.ORANGE","Bricks, Special","0.11",15535
6167483,"FLAT TILE 2X2 ROUND W/ HOLE DIA. 4.85","","BR.YEL-GREEN","Bricks, Special","0.11",15535
6179186,"FLAT TILE 2x2 ROUND W. HOLE Ø4.85","Grey","MED. ST-GREY","Bricks, Special","0.14",15535
6078201,"TRAIN FRONT 14X6X7 1/3","White","WHITE","Bricks, Special","1.46",15536
6078204,"GLASS FOR TRAIN FRONT 14X6X7 1/3","","TR.BROWN","Bricks, Special","2.11",15537
6068029,"LANDING GEAR 1X6 W. HOLE Ø4.85","Grey","DK. ST. GREY","Bricks, Special","0.29",15540
6101238,"LANDING GEAR 1X6 W. HOLE Ø4.85","","BRICK-YEL","Bricks, Special","-1.00",15540
6051377,"MOTOR 2X2X1 1/3 NO.""1000""","","SILVER INK","Bricks, Special","-1.00",15547
6051385,"ROCKET POINT 1X1, NO ""1000""","","SILVER INK","Bricks, Special","0.66",15551
6051386,"TUBE W/DOUBLE Ø4.85 NO. ""1000""","","SILVER INK","Bricks, Special Circles And Angles","0.38",15555
6204673,"TUBE W/DOUBLE Ø4.85 NO. ""1000""","","SILVER INK","Bricks, Special Circles And Angles","-1.00",15555
6051417,"ROYAL CROWN, NR. ""1100""","","GOLD INK","Bricks, Special","1.79",15560
6051422,"LATTICE PLATE 1X2 ""NO. 1000""","","SILVER INK","Bricks, Special","0.22",15561
6051507,"ROUND PLATE 1X1 ""NO. 1000""","","SILVER INK","Bricks, Special","0.13",15570
6051508,"END RIDGED TILE 1X2/45°","Black","BLACK","Bricks, with slope","0.11",15571
6075074,"END RIDGED TILE 1X2/45°","Red","BR.RED","Bricks, with slope","0.11",15571
6075075,"END RIDGED TILE 1X2/45°","Grey","MED. ST-GREY","Bricks, with slope","0.11",15571
6075077,"END RIDGED TILE 1X2/45°","","EARTH GREEN","Bricks, with slope","0.20",15571
6075079,"END RIDGED TILE 1X2/45°","","W.GOLD","Bricks, with slope","0.13",15571
6075084,"END RIDGED TILE 1X2/45°","","BR.ORANGE","Bricks, with slope","0.20",15571
6075085,"END RIDGED TILE 1X2/45°","Yellow","BR.YEL","Bricks, with slope","0.14",15571
6076203,"END RIDGED TILE 1X2/45°","Grey","DK. ST. GREY","Bricks, with slope","0.11",15571
6078294,"END RIDGED TILE 1X2/45°","Yellow","FL. YELL-ORA","Bricks, with slope","0.14",15571
6078456,"END RIDGED TILE 1X2/45°","Blue","BR.BLUE","Bricks, with slope","-1.00",15571
6097801,"END RIDGED TILE 1X2/45°","White","WHITE","Bricks, with slope","0.12",15571
6133697,"END RIDGED TILE 1X2/45°","Purple","BR.RED-VIOL.","Bricks, with slope","0.16",15571
6137764,"END RIDGED TILE 1X2/45°","Blue","AQUA","Bricks, with slope","0.13",15571
6151689,"END RIDGED TILE 1X2/45°","Blue","DARK AZUR","Bricks, with slope","0.14",15571
6185990,"END RIDGED TILE 1X2/45°","","M. LILAC","Bricks, with slope","0.14",15571
6066097,"PLATE 1X2 W. 1 KNOB","Grey","MED. ST-GREY","Plates","0.05",15573
6092565,"PLATE 1X2 W. 1 KNOB","Red","BR.RED","Plates","0.05",15573
6092572,"PLATE 1X2 W. 1 KNOB","Grey","DK. ST. GREY","Plates","0.05",15573
6092582,"PLATE 1X2 W. 1 KNOB","Blue","BR.BLUE","Plates","0.05",15573
6092583,"PLATE 1X2 W. 1 KNOB","Yellow","BR.YEL","Plates","0.05",15573
6092585,"PLATE 1X2 W. 1 KNOB","Black","BLACK","Plates","0.05",15573
6092586,"PLATE 1X2 W. 1 KNOB","","DK.GREEN","Plates","0.06",15573
6092587,"PLATE 1X2 W. 1 KNOB","","BRICK-YEL","Plates","0.05",15573
6092588,"PLATE 1X2 W. 1 KNOB","Blue","EARTH BLUE","Plates","0.05",15573
6092590,"PLATE 1X2 W. 1 KNOB","","RED. BROWN","Plates","0.05",15573
6092591,"PLATE 1X2 W. 1 KNOB","","SAND YELLOW","Plates","0.07",15573
6092592,"PLATE 1X2 W. 1 KNOB","","BR.YEL-GREEN","Plates","0.06",15573
6092594,"PLATE 1X2 W. 1 KNOB","","W.GOLD","Plates","0.06",15573
6092597,"PLATE 1X2 W. 1 KNOB","Red","NEW DARK RED","Plates","0.07",15573
6092599,"PLATE 1X2 W. 1 KNOB","","BR.ORANGE","Plates","0.07",15573
6092601,"PLATE 1X2 W. 1 KNOB","Blue","MD.BLUE","Plates","0.10",15573
6092602,"PLATE 1X2 W. 1 KNOB","","DK.ORA","Plates","0.10",15573
6092604,"PLATE 1X2 W. 1 KNOB","","M. LILAC","Plates","0.06",15573
6101073,"PLATE 1X2 W. 1 KNOB","Purple","BR.RED-VIOL.","Plates","0.07",15573
6122504,"PLATE 1X2 W. 1 KNOB","Yellow","FL. YELL-ORA","Plates","0.07",15573
6151671,"PLATE 1X2 W. 1 KNOB","Blue","DARK AZUR","Plates","0.07",15573
6177173,"PLATE 1X2, W/ 1 KNOB","","SPR. YELL. GREE","Plates","0.10",15573
6184432,"PLATE 1X2, W/ 1 KNOB","","SAND GREEN","Plates","0.10",15573
6061010,"BOAT TOP","Blue","MEDIUM AZUR","Bricks","-1.00",15575
6109087,"BOAT TOP","Yellow","BR.YEL","Bricks","3.96",15575
6061014,"BOAT BASE","Blue","BR.BLUE","Bricks","-1.00",15576
6109089,"BOAT BASE","Red","BR.RED","Bricks","-1.00",15576
6056589,"ICE CREAM CONE 4X4X3","","DK.ORA","Bricks","2.50",15577
6056433,"TRANSPORT BOX W. FORK","Yellow","BR.YEL","Bricks","1.30",15579
6056425,"ROOF TILE 2X3X2","Yellow","FL. YELL-ORA","Bricks","1.39",15580
6108952,"ROOF TILE 2X3X2","Blue","MD.BLUE","Bricks","1.10",15580
6056615,"PICK-UP DOOR","White","WHITE","Bricks","1.03",15582
6051533,"ROCK CRYSTAL ""NO. 1000""","","GOLD INK","Bricks, Special","0.38",15584
6051541,"AERIAL Ø24X6.4 ""NO 1000""","","SILVER INK","Bricks, Special","0.59",15587
6051543,"BOW 1/4 4X4X1,""NO 1000""","","SILVER INK","Bricks, Special","-1.00",15588
6051546,"BRICK 2X4 ""NO. 1000""","","GOLD INK","Bricks With Special Bows And Angles","-1.00",15589
6051823,"FLAT TILE 1X2 ""NO. 1000""","","GOLD INK","Bricks, Special","0.29",15598
6051837,"ROYAL CROWN ""NO. 1000""","","GOLD INK","Bricks, Special","-1.00",15599
6051839,"SPACE VISOR TR ""NO. 1000""","","GOLD INK","Bricks, Special","0.49",15600
6051838,"FIRE HELM ""NO. 1000""","","SILVER INK","Bricks, Special","0.34",15601
6051842,"FIRE HELM ""NO. 1000""","","GOLD INK","Bricks, Special","0.35",15602
6051861,"BOGIE PLATE 4X6","Yellow","BR.YEL","Bricks, Special","-1.00",15604
6051914,"BOGIE PLATE 4X6","Black","BLACK","Bricks, Special","-1.00",15604
6051870,"MINI KNIGHTS HELMET ""NO. 1000""","","SILVER INK","Bricks, Special","0.46",15606
6058256,"FLASHING LIGHT ASS V2 194/43","Grey","MED. ST-GREY","Bricks","1.96",15613
6058259,"FLASHING LIGHT ASS 194/182","Grey","MED. ST-GREY","Bricks","-1.00",15613
6054853,"MINI  MASK NO. 1","Red","BR.RED","Bricks, Special","0.12",15619
6054854,"MINI  MASK NO. 1","Blue","BR.BLUE","Bricks, Special","0.13",15619
6054855,"MINI  MASK NO. 1","White","WHITE","Bricks, Special","0.13",15619
6054856,"MINI  MASK NO. 1","Black","BLACK","Bricks, Special","0.13",15619
6054857,"MINI  MASK NO. 1","","DK.GREEN","Bricks, Special","0.13",15619
6109549,"MINI  MASK NO. 1","Red","NEW DARK RED","Bricks, Special","0.12",15619
6109583,"MINI  MASK NO. 1","Blue","EARTH BLUE","Bricks, Special","-1.00",15619
6054841,"BLADE 3M W. CORED KNOB","Red","TR.RED","Bricks, Special","-1.00",15621
6055457,"BLADE 3M W. CORED KNOB","Blue","TR.L.BLUE","Bricks, Special","-1.00",15621
6055796,"BLADE 3M W. CORED KNOB","Yellow","TR.YEL","Bricks, Special","-1.00",15621
6055797,"BLADE 3M W. CORED KNOB","","TR.GREEN","Bricks, Special","-1.00",15621
6153803,"BLADE 3M W. CORED KNOB","Yellow","TR.FL.GREEN","Bricks, Special","0.24",15621
6052208,"FLAT TILE 1X8 ""NO. 29""","Black","BLACK","Bricks, Special","-1.00",15622
6055164,"PLATE 8X8X6,4, 3 CUT OUT, 1 WING","","BR.YEL-GREEN","Bricks, Special","1.61",15624
6055165,"PLATE 8X8X6,4, 3 CUT OUT, 1 WING","Grey","MED. ST-GREY","Bricks, Special","1.55",15624
6063310,"PLATE 8X8X6,4, 3 CUT OUT, 1 WING","Grey","DK. ST. GREY","Bricks, Special","1.61",15624
6109677,"PLATE 8X8X6,4, 3 CUT OUT, 1 WING","Blue","MEDIUM AZUR","Bricks, Special","1.58",15624
6174193,"PLATE 8X8X6,4, 3 CUT OUT, 1 WING","","M. NOUGAT","Bricks, Special","1.64",15624
6055166,"RAMP 4X8X6,4 W. WING","Grey","DK. ST. GREY","Bricks, Special","0.67",15625
6115046,"RAMP 4X8X6,4 W. WING","Grey","MED. ST-GREY","Bricks, Special","0.67",15625
6167395,"RAMP 4X8X6,4, W/ WING","White","WHITE","Bricks, Special","0.68",15625
6172692,"RAMP 4X8X6,4, W/ WING","","BRICK-YEL","Bricks, Special","0.80",15625
6055192,"WALL 1X6X6 W. WINDOW","White","WHITE","Bricks, Special","0.71",15627
6055193,"WALL 1X6X6 W. WINDOW","Blue","DARK AZUR","Bricks, Special","-1.00",15627
6057031,"WALL 1X6X6 W. WINDOW","","BRICK-YEL","Bricks, Special","0.71",15627
6146804,"WALL 1X6X6 W. WINDOW","Blue","BR.BLUE","Bricks, Special","0.67",15627
6052266,"COINS, ""NO.1100""","","GOLD INK","Bricks, Special","-1.00",15629
6052284,"LION YOUNG W/HOLE Ø 1,5 NO.1","Yellow","FL. YELL-ORA","Bricks, Special","-1.00",15633
6052294,"MONKEY W/HOLE Ø 1,5 NO 1","","DK.ORA","Bricks, Special","-1.00",15634
6052295,"PENGUIN W/HOLE Ø1,5, NO. 1","Black","BLACK","Bricks, Special","-1.00",15635
6052305,"MINI WIG NO. 64 ""NO. 1""","Yellow","BR.YEL","Bricks, Special","-1.00",15637
6052307,"MINI HAT NO. 12 ""NO. 1""","","M. NOUGAT","Bricks, Special","-1.00",15638
6052311,"TAKE OUT CUP ""NO. 1""","White","WHITE","Bricks, Special","-1.00",15640
6052369,"HOLE Ø4.8 VER. W. 4 HOLDER","Black","BLACK","Bricks, Special","0.44",15646
6069014,"BEAR.ELEM. INV. ROOR TILE 45°","Grey","DK. ST. GREY","Bricks, Special","0.55",15647
6053011,"ROOF TILE 1X2 45° W 1/3 PLATE","Red","BR.RED","Bricks, with slope","0.08",15672
6069002,"ROOF TILE 1X2 45° W 1/3 PLATE","White","WHITE","Bricks, with slope","0.08",15672
6069163,"ROOF TILE 1X2 45° W 1/3 PLATE","Blue","BR.BLUE","Bricks, with slope","0.08",15672
6069165,"ROOF TILE 1X2 45° W 1/3 PLATE","","BRICK-YEL","Bricks, with slope","0.10",15672
6069171,"ROOF TILE 1X2 45° W 1/3 PLATE","Yellow","FL. YELL-ORA","Bricks, with slope","0.11",15672
6075287,"ROOF TILE 1X2 45° W 1/3 PLATE","","RED. BROWN","Bricks, with slope","0.10",15672
6093064,"ROOF TILE 1X2 45° W 1/3 PLATE","","SAND YELLOW","Bricks, with slope","0.10",15672
6093859,"ROOF TILE 1X2 45° W 1/3 PLATE","Grey","MED. ST-GREY","Bricks, with slope","0.08",15672
6134312,"ROOF TILE 1X2 45° W 1/3 PLATE","","M. LILAC","Bricks, with slope","0.11",15672
6139519,"ROOF TILE 1X2 45° W 1/3 PLATE","Blue","SAND BLUE","Bricks, with slope","0.11",15672
6151668,"ROOF TILE 1X2 45° W 1/3 PLATE","Blue","DARK AZUR","Bricks, with slope","0.10",15672
6170559,"ROOF TILE 1X2 45° W 1/3 PLATE","","BR.YEL-GREEN","Bricks, with slope","0.12",15672
6186683,"ROOF TILE 1X2 45° W 1/3 PLATE","Blue","EARTH BLUE","Bricks, with slope","-1.00",15672
6112648,"WIG WAVY NO 2","Purple","BR.RED-VIOL.","Bricks, Special","0.85",15677
6112940,"WIG WAVY NO 2","Blue","DARK AZUR","Bricks, Special","-1.00",15677
6053094,"FLAT TILE 1X2 ""NO. 134""","","RED. BROWN","Bricks, Special","-1.00",15686
6053101,"SLIDE SHOE ROUND 2X2 ""NO.6""","","BRICK-YEL","Bricks, Special","-1.00",15687
6053803,"WIG, SUN VISIR, DEC. NO 1","Yellow","COOL YEL.","Bricks, Special","1.70",15693
6053812,"LAMB W/HOLE Ø1.5 DEC. NO 1","White","WHITE","Bricks, Special","-1.00",15696
6053813,"FLAT TILE 1X1, ROUND ""NO.15""","","OLIVE GREEN","Bricks, Special","-1.00",15697
6055365,"MINI WIG NO. 73","","DK. BROWN","Bricks, Special","0.62",15705
6054852,"PLATE (A)  4M 45°","Black","BLACK","Bricks, Special","0.25",15706
6074919,"PLATE (A)  4M 45°","","MEDIUM LAVENDER","Bricks, Special","-1.00",15706
6084573,"PLATE (A)  4M 45°","","RED. BROWN","Bricks, Special","0.25",15706
6097522,"PLATE (A)  4M 45°","Purple","BR.RED-VIOL.","Bricks, Special","-1.00",15706
6124250,"PLATE (A)  4M 45°","Blue","MEDIUM AZUR","Bricks, Special","0.25",15706
6133811,"PLATE (A)  4M 45°","Grey","DK. ST. GREY","Bricks, Special","0.24",15706
6147010,"PLATE (A)  4M 45°","","M. LILAC","Bricks, Special","0.26",15706
6152113,"PLATE (A)  4M 45°","Blue","DARK AZUR","Bricks, Special","0.29",15706
6054543,"MILK BOTTLE, DEC. ""NO. 2""","White","WHITE","Bricks","-1.00",15707
6054537,"MINI HEAD ""NO.1284""","Grey","MED. ST-GREY","Bricks, Special","-1.00",15708
6054551,"PLATE 1X1 W. UP RIGHT HOLDER","White","WHITE","Plates, special","-1.00",15712
6066102,"PLATE 1X1 W. UP RIGHT HOLDER","Black","BLACK","Plates, special","0.07",15712
6071222,"PLATE 1X1 W. UP RIGHT HOLDER","Red","NEW DARK RED","Plates, special","0.08",15712
6071226,"PLATE 1X1 W. UP RIGHT HOLDER","Grey","DK. ST. GREY","Plates, special","0.07",15712
6071229,"PLATE 1X1 W. UP RIGHT HOLDER","Grey","MED. ST-GREY","Plates, special","0.07",15712
6071259,"PLATE 1X1 W. UP RIGHT HOLDER","","W.GOLD","Plates, special","0.10",15712
6071264,"PLATE 1X1 W. UP RIGHT HOLDER","Blue","BR.BLUE","Plates, special","0.08",15712
6071270,"PLATE 1X1 W. UP RIGHT HOLDER","Yellow","BR.YEL","Plates, special","0.07",15712
6071274,"PLATE 1X1 W. UP RIGHT HOLDER","","RED. BROWN","Plates, special","0.07",15712
6072998,"PLATE 1X1 W. UP RIGHT HOLDER","Red","BR.RED","Plates, special","0.07",15712
6125669,"PLATE 1X1 W. UP RIGHT HOLDER","","SAND GREEN","Plates, special","0.10",15712
6054546,"MINI LOWER PART ""NO. 565""","Grey","MED. ST-GREY","Bricks, Special","-1.00",15713
6054554,"WALL ELEMENT 1X2X1","White","TR.","Frames, windows, walls and doors","0.12",15714
6066124,"WALL ELEMENT 1X2X1","Blue","TR.L.BLUE","Frames, windows, walls and doors","0.12",15714
6069068,"WALL ELEMENT 1X2X1","","TR.BROWN","Frames, windows, walls and doors","0.13",15714
6076609,"WALL ELEMENT 1X2X1","","TR. BR. GREEN","Frames, windows, walls and doors","0.16",15714
6127431,"WALL ELEMENT 1X2X1","","TR.FL.REDORA","Frames, windows, walls and doors","0.14",15714
6057688,"MINI HEAD ""NO. 1278""","Yellow","BR.YEL","Bricks, Special","-1.00",15715
6054628,"PLATE W. BOW  2X2X2/3  ""NO. 2""","White","WHITE","Bricks, Special","-1.00",15716
6058138,"CARRIAGE WHEEL Ø 43,2","","W.GOLD","Bricks, Special","0.52",15744
6058337,"HEART W/ Ø3,2 SHAFT","Purple","TR.ML.R.VIOL","Bricks, Special","0.11",15745
6097099,"HEART W/ Ø3,2 SHAFT","Blue","TR.L.BLUE","Bricks, Special","0.12",15745
6054950,"MINI LOWER PART ""NO. 566""","","BRICK-YEL","Bricks, Special","-1.00",15748
6054962,"MINI LOWER PART ""NO. 567""","","OLIVE GREEN","Bricks, Special","-1.00",15749
6054964,"MINI LOWER PART ""NO. 568""","White","WHITE","Bricks, Special","-1.00",15750
6055053,"MINI LOWER PART ""NO. 569""","Black","BLACK","Bricks, Special","-1.00",15777
6057699,"MINI HEAD ""NO. 1293""","","RED. BROWN","Bricks, Special","-1.00",15778
6056368,"MINI HEAD NO. 1290","Purple","L.NOUGAT","Bricks, Special","-1.00",15779
6055059,"FLAT TILE 1X1, ROUND ""NO. 16""","White","WHITE","Bricks, Special","-1.00",15781
