"Category","Colour Family","Design ID","Element ID","Exact Colour","Name","Price"
"Bricks","Blue",2205,4283908,"EARTH BLUE","DUPLO DOOR",
"Bricks","Blue",2205,4283908,"EARTH BLUE","DUPLO DOOR",
"Bricks","Blue",2205,4283908,"EARTH BLUE","DUPLO DOOR",
"Bricks","Blue",2206,4283909,"EARTH BLUE","DUPLO WINDOW",
"Bricks","Blue",2206,4283909,"EARTH BLUE","DUPLO WINDOW",
"Bricks","Blue",2206,4283909,"EARTH BLUE","DUPLO WINDOW",
"Bricks","Blue",2206,4283909,"EARTH BLUE","DUPLO WINDOW",
"Bricks","Blue",2291,4222125,"EARTH BLUE","DUPLO BRICK 2X10",
"Bricks","Blue",2300,4194465,"EARTH BLUE","DUPLO BRICK 2X6",
"Bricks, Special","Blue",2339,4519933,"EARTH BLUE","BRICK W. BOW 1X5X4",
"Bricks, Special","Blue",2339,4519933,"EARTH BLUE","BRICK W. BOW 1X5X4",
"Bricks, Special","Blue",2339,4519933,"EARTH BLUE","BRICK W. BOW 1X5X4",
"Bricks, Special","Blue",2340,4224009,"EARTH BLUE","RUDDER 1X4X3",
"Bricks, Special","Blue",2340,4224009,"EARTH BLUE","RUDDER 1X4X3",
"Bricks, Special","Blue",2340,4224009,"EARTH BLUE","RUDDER 1X4X3",
"Bricks, Special","Blue",2340,4224009,"EARTH BLUE","RUDDER 1X4X3",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2357,4264578,"EARTH BLUE","BRICK CORNER 1X2X2",
"Bricks, Special","Blue",2412,4225575,"EARTH BLUE","RADIATOR GRILLE 1X2",
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2412,6022579,"EARTH BLUE","RADIATOR GRILLE 1X2","£0.06"
"Bricks, Special","Blue",2419,6127326,"EARTH BLUE","CORNER PLATE 3X6","£0.36"
